Ts_real_s,time_s,PWM_input,omega_rad_s,current_A,RPM
0.000000,0.010001,0.00,0.000000,0.000300,0.000
0.010000,0.020001,0.00,0.000000,0.000000,0.000
0.010000,0.030001,0.00,0.000000,0.000200,0.000
0.010000,0.040001,0.00,0.000000,0.000500,0.000
0.010000,0.050001,0.00,0.000000,0.000100,0.000
0.010000,0.060001,0.00,0.000000,0.000100,0.000
0.010000,0.070001,0.00,0.000000,0.000300,0.000
0.010000,0.080001,0.00,0.000000,0.000200,0.000
0.010000,0.090001,0.00,0.000000,0.000100,0.000
0.010000,0.100001,0.00,0.000000,0.000100,0.000
0.010000,0.110001,0.00,0.000000,0.000200,0.000
0.010000,0.120001,0.00,0.000000,0.000200,0.000
0.010000,0.130001,0.00,0.000000,0.000100,0.000
0.010000,0.140001,0.00,0.000000,0.000400,0.000
0.010000,0.150001,0.00,0.000000,0.000400,0.000
0.010000,0.160001,0.00,0.000000,0.000100,0.000
0.010000,0.170001,0.00,0.000000,0.000100,0.000
0.010000,0.180001,0.00,0.000000,0.000200,0.000
0.010000,0.190001,0.00,0.000000,0.000100,0.000
0.010000,0.200001,0.00,0.000000,0.000100,0.000
0.010000,0.210001,0.00,0.000000,0.000300,0.000
0.010000,0.220001,0.00,0.000000,0.000100,0.000
0.010000,0.230001,0.00,0.000000,-0.000100,0.000
0.010000,0.240001,0.00,0.000000,0.000000,0.000
0.010000,0.250001,0.00,0.000000,0.000200,0.000
0.010000,0.260001,0.00,0.000000,0.000100,0.000
0.010000,0.270001,0.00,0.000000,-0.000300,0.000
0.010000,0.280001,0.00,0.000000,-0.000100,0.000
0.010000,0.290001,0.00,0.000000,0.000100,0.000
0.010000,0.300001,0.00,0.000000,0.000100,0.000
0.010000,0.310001,0.00,0.000000,0.000300,0.000
0.010000,0.320001,0.00,0.000000,0.000400,0.000
0.010000,0.330001,0.00,0.000000,0.000200,0.000
0.010000,0.340001,0.00,0.000000,0.000100,0.000
0.010000,0.350001,0.00,0.000000,0.000000,0.000
0.010000,0.360001,0.00,0.000000,0.000500,0.000
0.010000,0.370001,0.00,0.000000,0.000200,0.000
0.010000,0.380001,0.00,0.000000,0.000000,0.000
0.010000,0.390001,0.00,0.000000,0.000100,0.000
0.010000,0.400001,0.00,0.000000,0.000000,0.000
0.010000,0.410001,0.00,0.000000,0.000100,0.000
0.010000,0.420001,0.00,0.000000,0.000300,0.000
0.010000,0.430001,0.00,0.000000,0.000300,0.000
0.010000,0.440001,0.00,0.000000,0.000300,0.000
0.010000,0.450001,0.00,0.000000,0.000000,0.000
0.010000,0.460001,0.00,0.000000,0.000100,0.000
0.010000,0.470001,0.00,0.000000,0.000100,0.000
0.010000,0.480001,0.00,0.000000,0.000100,0.000
0.010000,0.490001,0.00,0.000000,0.000300,0.000
0.010000,0.500001,0.00,0.000000,0.000000,0.000
0.010000,0.510001,0.00,0.000000,0.000100,0.000
0.010000,0.520001,0.00,0.000000,0.000000,0.000
0.010000,0.530001,0.00,0.000000,0.000000,0.000
0.010000,0.540001,0.00,0.000000,-0.000100,0.000
0.010000,0.550001,0.00,0.000000,0.000100,0.000
0.010000,0.560001,0.00,0.000000,0.000300,0.000
0.010000,0.570001,0.00,0.000000,0.000000,0.000
0.010000,0.580001,0.00,0.000000,0.000000,0.000
0.010000,0.590001,0.00,0.000000,0.000000,0.000
0.010000,0.600001,0.00,0.000000,0.000400,0.000
0.010000,0.610001,0.00,0.000000,0.000100,0.000
0.010000,0.620001,0.00,0.000000,0.000100,0.000
0.010000,0.630001,0.00,0.000000,0.000100,0.000
0.010000,0.640001,0.00,0.000000,0.000100,0.000
0.010000,0.650001,0.00,0.000000,0.000200,0.000
0.010000,0.660001,0.00,0.000000,0.000100,0.000
0.010000,0.670001,0.00,0.000000,0.000000,0.000
0.010000,0.680001,0.00,0.000000,0.000100,0.000
0.010000,0.690001,0.00,0.000000,0.000200,0.000
0.010000,0.700001,0.00,0.000000,0.000100,0.000
0.010000,0.710001,0.00,0.000000,-0.000100,0.000
0.010000,0.720001,0.00,0.000000,0.000400,0.000
0.010000,0.730001,0.00,0.000000,0.000000,0.000
0.010000,0.740001,0.00,0.000000,0.000200,0.000
0.010000,0.750001,0.00,0.000000,0.000200,0.000
0.010000,0.760001,0.00,0.000000,0.000200,0.000
0.010000,0.770001,0.00,0.000000,0.000200,0.000
0.010000,0.780001,0.00,0.000000,0.000300,0.000
0.010000,0.790001,0.00,0.000000,0.000200,0.000
0.010000,0.800001,0.00,0.000000,0.000300,0.000
0.010000,0.810001,0.00,0.000000,0.000200,0.000
0.010000,0.820001,0.00,0.000000,0.000200,0.000
0.010000,0.830001,0.00,0.000000,-0.000100,0.000
0.010000,0.840001,0.00,0.000000,0.000100,0.000
0.010000,0.850001,0.00,0.000000,0.000000,0.000
0.010000,0.860001,0.00,0.000000,0.000000,0.000
0.010000,0.870001,0.00,0.000000,0.000200,0.000
0.010000,0.880001,0.00,0.000000,0.000000,0.000
0.010000,0.890001,0.00,0.000000,0.000100,0.000
0.010000,0.900001,0.00,0.000000,0.000200,0.000
0.010000,0.910001,0.00,0.000000,0.000000,0.000
0.010000,0.920001,0.00,0.000000,0.000200,0.000
0.010000,0.930001,0.00,0.000000,0.000400,0.000
0.010000,0.940001,0.00,0.000000,0.000200,0.000
0.010000,0.950001,0.00,0.000000,0.000300,0.000
0.010000,0.960001,0.00,0.000000,0.000300,0.000
0.010000,0.970001,0.00,0.000000,0.000200,0.000
0.010000,0.980001,0.00,0.000000,0.000000,0.000
0.010000,0.990001,0.00,0.000000,0.000200,0.000
0.010000,1.000001,0.00,0.000000,0.000100,0.000
-0.990000,1.010001,90.00,5.516943,1.508500,52.683
0.010000,1.020001,90.00,14.098854,1.015300,134.634
0.010000,1.030001,90.00,17.163822,0.581600,163.902
0.010000,1.040001,90.00,22.067772,0.441100,210.732
0.010000,1.050001,90.00,24.519749,0.342500,234.146
0.010000,1.060001,90.00,25.745735,0.289200,245.854
0.010000,1.070001,90.00,26.971722,0.246800,257.561
0.010000,1.080001,90.00,28.197708,0.204500,269.268
0.010000,1.090001,90.00,29.423698,0.182200,280.976
0.010000,1.100001,90.00,26.971722,0.148100,257.561
0.010000,1.110001,90.00,29.423698,0.125600,280.976
0.010000,1.120001,90.00,30.649685,0.157800,292.683
0.010000,1.130001,90.00,29.423698,0.176000,280.976
0.010000,1.140001,90.00,30.649685,0.128300,292.683
0.010000,1.150001,90.00,28.197708,0.120700,269.268
0.010000,1.160001,90.00,30.649685,0.111500,292.683
0.010000,1.170001,90.00,30.649685,0.093400,292.683
0.010000,1.180001,90.00,30.649685,0.093500,292.683
0.010000,1.190001,90.00,28.197708,0.090800,269.268
0.010000,1.200001,90.00,30.649685,0.085300,292.683
0.010000,1.210001,90.00,30.649685,0.092800,292.683
0.010000,1.220001,90.00,30.649685,0.092000,292.683
0.010000,1.230001,90.00,30.649685,0.080000,292.683
0.010000,1.240001,90.00,28.197708,0.101000,269.268
0.010000,1.250001,90.00,30.649685,0.100300,292.683
0.010000,1.260001,90.00,30.649685,0.089100,292.683
0.010000,1.270001,90.00,30.649685,0.087500,292.683
0.010000,1.280001,90.00,28.197708,0.109200,269.268
0.010000,1.290001,90.00,30.649685,0.080500,292.683
0.010000,1.300001,90.00,30.649685,0.094500,292.683
0.010000,1.310001,90.00,31.262678,0.093700,298.537
0.010000,1.320001,90.00,28.810707,0.075600,275.122
0.010000,1.330001,90.00,30.649685,0.087600,292.683
0.010000,1.340001,90.00,30.649685,0.090700,292.683
0.010000,1.350001,90.00,30.649685,0.100300,292.683
0.010000,1.360001,90.00,30.649685,0.074200,292.683
0.010000,1.370001,90.00,28.197708,0.095200,269.268
0.010000,1.380001,90.00,31.262678,0.095100,298.537
0.010000,1.390001,90.00,30.649685,0.084500,292.683
0.010000,1.400001,90.00,31.262678,0.077400,298.537
0.010000,1.410001,90.00,28.197708,0.095900,269.268
0.010000,1.420001,90.00,30.649685,0.077900,292.683
0.010000,1.430001,90.00,30.649685,0.084000,292.683
0.010000,1.440001,90.00,30.649685,0.082500,292.683
0.010000,1.450001,90.00,29.423698,0.096200,280.976
