Ts_real_s,time_s,PWM_input,omega_rad_s,current_A,RPM
0.000000,0.005001,0.00,0.000000,0.000200,0.000
0.005000,0.010001,0.00,0.000000,0.000300,0.000
0.005000,0.015001,0.00,0.000000,0.000000,0.000
0.005000,0.020001,0.00,0.000000,0.000100,0.000
0.005000,0.025001,0.00,0.000000,0.000000,0.000
0.005000,0.030001,0.00,0.000000,0.000000,0.000
0.005000,0.035001,0.00,0.000000,0.000300,0.000
0.005000,0.040001,0.00,0.000000,0.000200,0.000
0.005000,0.045001,0.00,0.000000,0.000200,0.000
0.005000,0.050001,0.00,0.000000,0.000100,0.000
0.005000,0.055001,0.00,0.000000,-0.000100,0.000
0.005000,0.060001,0.00,0.000000,0.000200,0.000
0.005000,0.065001,0.00,0.000000,-0.000200,0.000
0.005000,0.070001,0.00,0.000000,0.000500,0.000
0.005000,0.075001,0.00,0.000000,0.000100,0.000
0.005000,0.080001,0.00,0.000000,-0.000100,0.000
0.005000,0.085001,0.00,0.000000,0.000300,0.000
0.005000,0.090001,0.00,0.000000,0.000100,0.000
0.005000,0.095001,0.00,0.000000,0.000000,0.000
0.005000,0.100001,0.00,0.000000,0.000000,0.000
0.005000,0.105001,0.00,0.000000,0.000200,0.000
0.005000,0.110001,0.00,0.000000,0.000100,0.000
0.005000,0.115001,0.00,0.000000,0.000200,0.000
0.005000,0.120001,0.00,0.000000,-0.000200,0.000
0.005000,0.125001,0.00,0.000000,0.000100,0.000
0.005000,0.130001,0.00,0.000000,0.000100,0.000
0.005000,0.135001,0.00,0.000000,0.000200,0.000
0.005000,0.140001,0.00,0.000000,0.000000,0.000
0.005000,0.145001,0.00,0.000000,0.000100,0.000
0.005000,0.150001,0.00,0.000000,0.000000,0.000
0.005000,0.155001,0.00,0.000000,0.000200,0.000
0.005000,0.160001,0.00,0.000000,0.000100,0.000
0.005000,0.165001,0.00,0.000000,0.000100,0.000
0.005000,0.170001,0.00,0.000000,0.000100,0.000
0.005000,0.175001,0.00,0.000000,0.000000,0.000
0.005000,0.180001,0.00,0.000000,0.000400,0.000
0.005000,0.185001,0.00,0.000000,0.000100,0.000
0.005000,0.190001,0.00,0.000000,0.000200,0.000
0.005000,0.195001,0.00,0.000000,0.000300,0.000
0.005000,0.200001,0.00,0.000000,0.000400,0.000
0.005000,0.205001,0.00,0.000000,0.000300,0.000
0.005000,0.210001,0.00,0.000000,0.000000,0.000
0.005000,0.215001,0.00,0.000000,0.000100,0.000
0.005000,0.220001,0.00,0.000000,0.000300,0.000
0.005000,0.225001,0.00,0.000000,0.000100,0.000
0.005000,0.230001,0.00,0.000000,0.000100,0.000
0.005000,0.235001,0.00,0.000000,0.000000,0.000
0.005000,0.240001,0.00,0.000000,0.000000,0.000
0.005000,0.245001,0.00,0.000000,0.000100,0.000
0.005000,0.250001,0.00,0.000000,0.000300,0.000
0.005000,0.255001,0.00,0.000000,0.000200,0.000
0.005000,0.260001,0.00,0.000000,0.000200,0.000
0.005000,0.265001,0.00,0.000000,0.000000,0.000
0.005000,0.270001,0.00,0.000000,0.000100,0.000
0.005000,0.275001,0.00,0.000000,-0.000100,0.000
0.005000,0.280001,0.00,0.000000,0.000100,0.000
0.005000,0.285001,0.00,0.000000,0.000200,0.000
0.005000,0.290001,0.00,0.000000,0.000100,0.000
0.005000,0.295001,0.00,0.000000,0.000000,0.000
0.005000,0.300001,0.00,0.000000,0.000200,0.000
0.005000,0.305001,0.00,0.000000,-0.000200,0.000
0.005000,0.310001,0.00,0.000000,0.000100,0.000
0.005000,0.315001,0.00,0.000000,0.000100,0.000
0.005000,0.320001,0.00,0.000000,0.000200,0.000
0.005000,0.325001,0.00,0.000000,0.000300,0.000
