Ts_real_s,time_s,PWM_input,omega_rad_s,current_A,RPM
0.020000,2.260001,0.00,0.000000,0.000200,0.000
0.020000,2.280001,0.00,0.000000,0.000200,0.000
0.020000,2.300001,0.00,0.000000,0.000100,0.000
0.020000,2.320001,0.00,0.000000,0.000300,0.000
0.020000,2.340001,0.00,0.000000,0.000000,0.000
0.020000,2.360001,0.00,0.000000,0.000100,0.000
0.020000,2.380001,0.00,0.000000,-0.000100,0.000
0.020000,2.400001,0.00,0.000000,0.000100,0.000
0.020000,2.420001,0.00,0.000000,0.000200,0.000
0.020000,2.440001,0.00,0.000000,0.000100,0.000
0.020000,2.460001,0.00,0.000000,0.000100,0.000
0.020000,2.480001,0.00,0.000000,0.000200,0.000
0.020000,2.500001,0.00,0.000000,0.000000,0.000
0.020000,2.520001,0.00,0.000000,0.000100,0.000
0.020000,2.540001,0.00,0.000000,-0.000200,0.000
0.020000,2.560001,0.00,0.000000,0.000100,0.000
0.020000,2.580001,0.00,0.000000,0.000200,0.000
0.020000,2.600001,0.00,0.000000,-0.000100,0.000
0.020000,2.620001,0.00,0.000000,0.000200,0.000
0.020000,2.640001,0.00,0.000000,0.000100,0.000
0.020000,2.660001,0.00,0.000000,0.000300,0.000
0.020000,2.680001,0.00,0.000000,0.000200,0.000
0.020000,2.700001,0.00,0.000000,0.000000,0.000
0.020000,2.720001,0.00,0.000000,0.000300,0.000
0.020000,2.740001,0.00,0.000000,0.000100,0.000
0.020000,2.760001,0.00,0.000000,0.000100,0.000
0.020000,2.780001,0.00,0.000000,0.000100,0.000
0.020000,2.800001,0.00,0.000000,0.000200,0.000
0.020000,2.820001,0.00,0.000000,0.000000,0.000
0.020000,2.840001,0.00,0.000000,0.000200,0.000
0.020000,2.860001,0.00,0.000000,-0.000200,0.000
0.020000,2.880001,0.00,0.000000,-0.000100,0.000
0.020000,2.900001,0.00,0.000000,0.000400,0.000
0.020000,2.920001,0.00,0.000000,0.000200,0.000
0.020000,2.940001,0.00,0.000000,0.000100,0.000
0.020000,2.960001,0.00,0.000000,0.000100,0.000
0.020000,2.980001,0.00,0.000000,0.000000,0.000
0.020000,3.000001,0.00,0.000000,0.000300,0.000
-0.980001,3.020000,90.00,8.275414,0.910800,79.024
0.020000,3.040000,90.00,20.535290,0.418300,196.098
0.020000,3.060000,90.00,25.745735,0.243500,245.854
0.020000,3.080000,90.00,28.810707,0.167900,275.122
0.020000,3.100000,90.00,29.423698,0.176500,280.976
0.020000,3.120000,90.00,29.423698,0.102500,280.976
0.020000,3.140000,90.00,30.649685,0.101600,292.683
0.020000,3.160000,90.00,29.423698,0.096500,280.976
0.020000,3.180000,90.00,31.262678,0.094800,298.537
0.020000,3.200000,90.00,29.423698,0.112600,280.976
0.020000,3.220000,90.00,31.262678,0.104200,298.537
0.020000,3.240000,90.00,30.036692,0.107600,286.829
0.020000,3.260000,90.00,30.649685,0.110200,292.683
0.020000,3.280000,90.00,30.036692,0.083900,286.829
0.020000,3.300000,90.00,31.262678,0.087700,298.537
0.020000,3.320000,90.00,30.036692,0.073400,286.829
0.020000,3.340000,90.00,30.649685,0.137100,292.683
0.020000,3.360000,90.00,30.036692,0.125400,286.829
0.020000,3.380000,90.00,31.262678,0.146300,298.537
