Ts_real_s,time_s,PWM_input,omega_rad_s,current_A,RPM
0.000000,0.003001,0.00,0.000000,0.000200,0.000
0.003000,0.006001,0.00,0.000000,-0.000200,0.000
0.003000,0.009001,0.00,0.000000,0.000300,0.000
0.003000,0.012001,0.00,0.000000,0.000100,0.000
0.003000,0.015001,0.00,0.000000,0.000000,0.000
0.003000,0.018001,0.00,0.000000,0.000000,0.000
0.003000,0.021001,0.00,0.000000,-0.000100,0.000
0.003000,0.024001,0.00,0.000000,0.000100,0.000
0.003000,0.027001,0.00,0.000000,0.000100,0.000
0.003000,0.030001,0.00,0.000000,0.000000,0.000
0.003000,0.033001,0.00,0.000000,0.000100,0.000
0.003000,0.036001,0.00,0.000000,0.000300,0.000
0.003000,0.039001,0.00,0.000000,0.000200,0.000
0.003000,0.042001,0.00,0.000000,-0.000100,0.000
0.003000,0.045001,0.00,0.000000,0.000000,0.000
0.003000,0.048001,0.00,0.000000,0.000200,0.000
0.003000,0.051001,0.00,0.000000,0.000100,0.000
0.003000,0.054001,0.00,0.000000,0.000200,0.000
0.003000,0.057001,0.00,0.000000,0.000300,0.000
0.003000,0.060001,0.00,0.000000,0.000400,0.000
0.003000,0.063001,0.00,0.000000,0.000400,0.000
0.003000,0.066001,0.00,0.000000,0.000300,0.000
0.003000,0.069001,0.00,0.000000,0.000300,0.000
0.003000,0.072001,0.00,0.000000,0.000300,0.000
0.003000,0.075001,0.00,0.000000,0.000100,0.000
0.003000,0.078001,0.00,0.000000,0.000100,0.000
0.003000,0.081001,0.00,0.000000,0.000200,0.000
0.003000,0.084001,0.00,0.000000,0.000300,0.000
0.003000,0.087001,0.00,0.000000,0.000000,0.000
0.003000,0.090001,0.00,0.000000,0.000400,0.000
0.003000,0.093001,0.00,0.000000,0.000200,0.000
0.003000,0.096001,0.00,0.000000,0.000400,0.000
0.003000,0.099001,0.00,0.000000,0.000000,0.000
0.003000,0.102001,0.00,0.000000,0.000100,0.000
0.003000,0.105001,0.00,0.000000,0.000200,0.000
0.003000,0.108001,0.00,0.000000,0.000200,0.000
0.003000,0.111001,0.00,0.000000,0.000200,0.000
0.003000,0.114001,0.00,0.000000,0.000100,0.000
0.003000,0.117001,0.00,0.000000,0.000200,0.000
0.003000,0.120001,0.00,0.000000,0.000300,0.000
